id_scoring,type_score,date_scoring,valeur_score,commentaire,id_compte,id_foyer
1616,compte,2023-05-19,408,Donner aile moindre attitude poste cuisine former.,45.0,
1617,compte,2023-04-19,525,Ami lettre sauvage fusil vieil mur.,45.0,
1618,compte,2023-03-19,507,Personnage vaste sortir.,45.0,
1619,compte,2023-02-19,711,Prison courage disposer planche ventre.,45.0,
1620,compte,2023-01-19,440,Demain honte abattre pendant son.,45.0,
1621,compte,2025-12-19,518,Mine premier respecter prière quel du.,46.0,
1622,compte,2025-11-19,477,Nuage imaginer interroger coin.,46.0,
1623,compte,2025-10-19,423,Promettre mauvais ensuite passage froid nature.,46.0,
1624,compte,2025-09-19,725,Instinct étonner éclat rompre ramasser le.,46.0,
1625,compte,2025-08-19,678,Froid vendre bas détruire chambre tomber payer.,46.0,
1626,compte,2025-07-19,749,Rapide situation colère apporter lit silencieux par.,46.0,
1627,compte,2025-06-19,341,État partager quelqu'un seuil mourir ville respirer saison.,46.0,
1628,compte,2025-05-19,685,Avouer genre cabinet libre appeler bouche.,46.0,
1629,compte,2025-04-19,316,Devant mer trente.,46.0,
1630,compte,2025-03-19,283,Politique représenter jusque entrer second.,46.0,
1631,compte,2025-02-19,391,Mener force personne fonction mur raconter.,46.0,
1632,compte,2025-01-19,590,Début pauvre chose pourquoi.,46.0,
1633,compte,2024-12-19,787,Prince suivant vêtir réunir léger.,46.0,
1634,compte,2024-11-19,511,Poursuivre employer rapport éloigner.,46.0,
1635,compte,2024-10-19,577,Médecin blanc rompre aimer amuser.,46.0,
1636,compte,2024-09-19,721,Coûter sans poids auprès.,46.0,
1637,compte,2024-08-19,478,Type glisser exiger français pouvoir eh fixe.,46.0,
1638,compte,2024-07-19,338,Emmener ouvrir théâtre partie note.,46.0,
1639,compte,2024-06-19,811,Ville lever être devant inutile retour rang.,46.0,
1640,compte,2024-05-19,390,Gloire noir souhaiter trouver.,46.0,
1641,compte,2024-04-19,608,Vous fidèle vent réalité bas détacher beaux.,46.0,
1642,compte,2024-03-19,304,Profondément prière toile il race.,46.0,
1643,compte,2024-02-19,496,Occasion intéresser entraîner métier préparer.,46.0,
1644,compte,2024-01-19,842,Curieux fumée acheter cependant social rentrer traîner.,46.0,
1645,compte,2023-12-19,670,Autant conduire dormir moitié rêve mari.,46.0,
1646,compte,2023-11-19,819,Détruire caractère l'un.,46.0,
1647,compte,2023-10-19,513,Tache éclater clef écarter.,46.0,
1648,compte,2023-09-19,498,Grain porte vêtement avant jeunesse désirer.,46.0,
1649,compte,2023-08-19,452,Remonter rideau tant relever approcher confondre.,46.0,
1650,compte,2023-07-19,785,Soir nerveux le prévenir rire troubler.,46.0,
1651,compte,2023-06-19,463,Bon chance quatre trop.,46.0,
1652,compte,2023-05-19,344,Aimer lentement rester gris présenter sur fait.,46.0,
1653,compte,2023-04-19,672,Briller inutile doute mille gloire aucun direction.,46.0,
1654,compte,2023-03-19,745,Inventer livre dernier toujours chambre ainsi.,46.0,
1655,compte,2023-02-19,764,Montrer pied homme voyager.,46.0,
1656,compte,2023-01-19,353,Mille jaune vide personnage ne campagne.,46.0,
1657,compte,2025-12-19,480,Dehors chef cesse.,47.0,
1658,compte,2025-11-19,329,Achever attaquer réserver cacher pitié nez.,47.0,
1659,compte,2025-10-19,418,Embrasser rocher ensemble.,47.0,
1660,compte,2025-09-19,540,Simplement rêve consulter inviter je.,47.0,
1661,compte,2025-08-19,633,Commun mettre parcourir silence.,47.0,
1662,compte,2025-07-19,633,Chat cent long situation.,47.0,
1663,compte,2025-06-19,412,Jaune voiture autre colère.,47.0,
1664,compte,2025-05-19,400,Rapide secrétaire expression debout dire attaquer guère sombre.,47.0,
1665,compte,2025-04-19,722,Alors planche tout foi oeuvre soit.,47.0,
1666,compte,2025-03-19,684,Jeter tu loin frère.,47.0,
1667,compte,2025-02-19,375,Déposer magnifique lequel avance.,47.0,
1668,compte,2025-01-19,796,Amuser aujourd'hui bas suffire chasser passer famille fonction.,47.0,
1669,compte,2024-12-19,746,Pendant voilà état second odeur théâtre siège.,47.0,
1670,compte,2024-11-19,765,Longtemps fine somme portier pourtant tombe odeur.,47.0,
1671,compte,2024-10-19,682,Chaleur essayer possible vieux marchand oublier attitude.,47.0,
1672,compte,2024-09-19,498,Distinguer doigt eau loup enfance tantôt tard moment.,47.0,
1673,compte,2024-08-19,576,Vie contraire espérer plus doute nu.,47.0,
1674,compte,2024-07-19,430,Regarder succès chance regretter écraser.,47.0,
1675,compte,2024-06-19,361,Prêter mettre courir inconnu machine car.,47.0,
1676,compte,2024-05-19,413,Pas course résister sauvage confondre.,47.0,
1677,compte,2024-04-19,769,Fenêtre fois principe toute important état devant.,47.0,
1678,compte,2024-03-19,651,Détail vers rôle vivant.,47.0,
1679,compte,2024-02-19,602,Auprès roi devant.,47.0,
1680,compte,2024-01-19,474,Il voix nerveux douceur monde couler arrêter.,47.0,
1681,compte,2023-12-19,535,Parent jusque brûler hasard enfance changement.,47.0,
1682,compte,2023-11-19,834,Expression rêve article séparer.,47.0,
1683,compte,2023-10-19,521,Bruit mari centre billet quelque.,47.0,
1684,compte,2023-09-19,773,Cours suffire mon accuser essuyer paquet.,47.0,
1685,compte,2023-08-19,738,Droite dépasser dans occasion ramener.,47.0,
1686,compte,2023-07-19,552,Étudier demande ailleurs nerveux reconnaître comment vers.,47.0,
1687,compte,2023-06-19,744,Courage oublier usage beauté quatre vingt.,47.0,
1688,compte,2023-05-19,452,Risquer céder descendre frère depuis.,47.0,
1689,compte,2023-04-19,305,Colon compagnie dans briser dent en nation nul.,47.0,
1690,compte,2023-03-19,345,Homme dehors séparer front hier chercher.,47.0,
1691,compte,2023-02-19,781,Servir raison ailleurs réel cours plein.,47.0,
1692,compte,2023-01-19,816,Résister maintenir entier leur où secret.,47.0,
1693,compte,2025-12-19,843,Course chasse avec seconde poitrine comme français d'abord.,48.0,
1694,compte,2025-11-19,400,François désir écarter défendre obéir intéresser.,48.0,
1695,compte,2025-10-19,546,Port moindre payer.,48.0,
1696,compte,2025-09-19,312,Ici réunir flamme étendue.,48.0,
1697,compte,2025-08-19,716,Ah haine hiver gouvernement hasard étrange.,48.0,
1698,compte,2025-07-19,435,Faim vrai je comme si.,48.0,
1699,compte,2025-06-19,544,Nuit robe sentiment violence façon réclamer beau.,48.0,
1700,compte,2025-05-19,785,Besoin pourtant arracher avenir.,48.0,
1701,compte,2025-04-19,612,Idée éclater silence doute terrain.,48.0,
1702,compte,2025-03-19,770,Fruit combat auprès sommeil pain.,48.0,
1703,compte,2025-02-19,324,Père répondre unique trembler composer mener trente.,48.0,
1704,compte,2025-01-19,774,Demande rien corps prêter.,48.0,
1705,compte,2024-12-19,715,Relever divers repas marche.,48.0,
1706,compte,2024-11-19,679,Midi falloir conclure marche considérer reprendre entrer.,48.0,
1707,compte,2024-10-19,301,Réflexion loup aide ligne.,48.0,
1708,compte,2024-09-19,372,Fond combien intention sentir.,48.0,
1709,compte,2024-08-19,640,Situation science mourir douter descendre.,48.0,
1710,compte,2024-07-19,603,Presser prévenir classe oeil.,48.0,
1711,compte,2024-06-19,576,Auquel fermer à.,48.0,
1712,compte,2024-05-19,512,Malgré juste rapidement mer promettre spectacle instant.,48.0,
1713,compte,2024-04-19,382,Événement oeil prison race ramasser maintenir froid.,48.0,
1714,compte,2024-03-19,643,Signifier celui année autrefois vous selon camarade.,48.0,
1715,compte,2024-02-19,356,Fil également aimer journée raconter cuisine.,48.0,
1716,compte,2024-01-19,672,Hôtel nombreux réalité changement.,48.0,
1717,compte,2023-12-19,413,Forêt chaque système taire détail.,48.0,
1718,compte,2023-11-19,776,Installer inspirer source indiquer gauche arrière.,48.0,
1719,compte,2023-10-19,674,Sûr toit écraser arriver.,48.0,
1720,compte,2023-09-19,368,Tellement souvenir sommet avec école sable mesure.,48.0,
1721,compte,2023-08-19,509,Tracer soldat jeter.,48.0,
1722,compte,2023-07-19,642,Éprouver encore lit achever bon quelqu'un.,48.0,
1723,compte,2023-06-19,416,Dix air dame madame ainsi français retourner.,48.0,
1724,compte,2023-05-19,514,Étonner envelopper fait rêve nez sourd rayon.,48.0,
1725,compte,2023-04-19,530,Reculer animer rendre propre mon auquel.,48.0,
1726,compte,2023-03-19,573,Toute fête petit haute.,48.0,
1727,compte,2023-02-19,733,Charger reconnaître côté oublier double.,48.0,
1728,compte,2023-01-19,364,Appeler éloigner unique corde monter.,48.0,
1729,compte,2025-12-19,763,Retrouver sourd grand monsieur voix creuser.,49.0,
1730,compte,2025-11-19,839,Coeur annoncer propos reprendre.,49.0,
1731,compte,2025-10-19,781,Intelligence visible ton le aventure.,49.0,
1732,compte,2025-09-19,845,Rocher été proposer fauteuil intention vague mur.,49.0,
1733,compte,2025-08-19,762,Spectacle rompre époque pierre mal plaindre sec.,49.0,
1734,compte,2025-07-19,367,Machine doute notre supposer début aile joindre environ.,49.0,
1735,compte,2025-06-19,768,Élément vieil vol arrêter non réveiller devoir.,49.0,
1736,compte,2025-05-19,700,Mieux sens danger vague.,49.0,
1737,compte,2025-04-19,595,Tant ton pouvoir lisser gagner fortune mon.,49.0,
1738,compte,2025-03-19,378,Avoir clef jeune tour aujourd'hui.,49.0,
1739,compte,2025-02-19,582,Ton assez frapper guère garde vingt.,49.0,
1740,compte,2025-01-19,451,Tranquille caractère demain souffrance large valeur.,49.0,
1741,compte,2024-12-19,509,Croiser gris demain dernier revoir esprit nuage note.,49.0,
1742,compte,2024-11-19,323,Bon baisser quant à chercher.,49.0,
1743,compte,2024-10-19,435,Larme beaux victime rire peau voler.,49.0,
1744,compte,2024-09-19,730,Intérieur ancien éclairer.,49.0,
1745,compte,2024-08-19,321,Poésie terrible précipiter pitié bataille colline.,49.0,
1746,compte,2024-07-19,364,Épaule apparaître nécessaire voir oser.,49.0,
1747,compte,2024-06-19,537,Résister sûr saisir juste disposer.,49.0,
1748,compte,2024-05-19,832,Ou mal savoir droite aucun.,49.0,
1749,compte,2024-04-19,721,Seulement ciel remonter lueur lentement de droit fond.,49.0,
1750,compte,2024-03-19,634,Pierre poursuivre robe exister loi école.,49.0,
1751,compte,2024-02-19,842,Genou tout rester séparer place creuser.,49.0,
1752,compte,2024-01-19,755,Chemise choix aventure noir caractère bruit hors.,49.0,
1753,compte,2023-12-19,435,Profiter dresser escalier ensemble.,49.0,
1754,compte,2023-11-19,613,Prison habitude ce pauvre très.,49.0,
1755,compte,2023-10-19,566,Protéger éloigner président supporter personnage facile foi.,49.0,
1756,compte,2023-09-19,680,Aujourd'Hui amuser si détacher consentir lettre.,49.0,
1757,compte,2023-08-19,348,Répéter social hôtel rose question présent.,49.0,
1758,compte,2023-07-19,591,Valeur ramasser soldat connaissance soleil colère.,49.0,
1759,compte,2023-06-19,470,Gauche journal voir chemin sourire.,49.0,
1760,compte,2023-05-19,464,Lorsque lendemain douleur cour condition.,49.0,
1761,compte,2023-04-19,592,Rejeter parole prétendre.,49.0,
1762,compte,2023-03-19,479,Faux absence joie saison liberté cri escalier perte.,49.0,
1763,compte,2023-02-19,457,Donner foi malgré nombreux tôt côté regretter.,49.0,
1764,compte,2023-01-19,419,Île prix mémoire.,49.0,
1765,compte,2025-12-19,624,Vrai imaginer droite agent nom vérité attirer.,50.0,
1766,compte,2025-11-19,751,Tourner tenter oiseau défendre enfin nombreux.,50.0,
1767,compte,2025-10-19,488,Discours suffire seul rouge plaine nation force.,50.0,
1768,compte,2025-09-19,335,Manger appartenir un.,50.0,
1769,compte,2025-08-19,652,Dent abri argent avant revenir mari surveiller.,50.0,
1770,compte,2025-07-19,759,Afin De soldat puis refuser réserver règle.,50.0,
1771,compte,2025-06-19,466,Lequel nature marche.,50.0,
1772,compte,2025-05-19,424,Durant campagne demain voisin minute envoyer même.,50.0,
1773,compte,2025-04-19,714,Adresser grave envoyer descendre jeu.,50.0,
1774,compte,2025-03-19,448,Certain race devoir personne.,50.0,
1775,compte,2025-02-19,627,Gauche tantôt courir coin blanc.,50.0,
1776,compte,2025-01-19,819,En médecin mensonge aussitôt visite.,50.0,
1777,compte,2024-12-19,602,Si absence départ rencontrer.,50.0,
1778,compte,2024-11-19,596,Verre calme humain cause réfléchir.,50.0,
1779,compte,2024-10-19,450,Inspirer causer plaindre douleur banc résistance étudier.,50.0,
1780,compte,2024-09-19,752,Rideau même désormais agent tenter rêver.,50.0,
1781,compte,2024-08-19,415,Voler clef etc main.,50.0,
1782,compte,2024-07-19,341,Conversation vol rassurer être étage fleur rare.,50.0,
1783,compte,2024-06-19,419,Rien remonter franc combien.,50.0,
1784,compte,2024-05-19,711,Pas religion quitter auprès volonté déchirer personne tendre.,50.0,
1785,compte,2024-04-19,525,Million immobile entourer falloir surveiller année construire.,50.0,
1786,compte,2024-03-19,394,Examiner voile tracer peine gauche secours vêtir.,50.0,
1787,compte,2024-02-19,499,Bas semblable nourrir miser capable chair le.,50.0,
1788,compte,2024-01-19,527,Promettre étaler par ancien sec enlever énergie.,50.0,
1789,compte,2023-12-19,584,École silence as eh véritable chaleur.,50.0,
1790,compte,2023-11-19,385,Rose y douze service visible.,50.0,
1791,compte,2023-10-19,756,Face leur quarante frère aller droite conscience.,50.0,
1792,compte,2023-09-19,389,Solitude tout obtenir seuil.,50.0,
1793,compte,2023-08-19,703,Calme vieux regard énorme ce muet.,50.0,
1794,compte,2023-07-19,625,Réussir dégager doucement selon mer me silencieux rocher.,50.0,
1795,compte,2023-06-19,823,Traîner sombre même tapis personne bois français.,50.0,
1796,compte,2023-05-19,669,Endroit soudain besoin.,50.0,
1797,compte,2023-04-19,737,Divers arrivée aussitôt trouver noire briser.,50.0,
1798,compte,2023-03-19,453,Apporter risquer frapper briser cinquante travailler supérieur.,50.0,
1799,compte,2023-02-19,659,Avouer comme peine montagne soit.,50.0,
1800,compte,2023-01-19,756,Roi intérêt propre cent quant à saint pointe demi.,50.0,
1801,compte,2025-12-19,389,Accent maintenant donner rester remonter construire.,51.0,
1802,compte,2025-11-19,754,Demeurer gris ordre fixer salle éclat chaise.,51.0,
1803,compte,2025-10-19,725,Fumer naissance divers oublier subir présent devant odeur.,51.0,
1804,compte,2025-09-19,595,Vin françois continuer.,51.0,
1805,compte,2025-08-19,734,Possible mur rompre nature verser.,51.0,
1806,compte,2025-07-19,724,Cerveau appartement vue question public.,51.0,
1807,compte,2025-06-19,388,Cesse d'abord vaste moyen pensée principe.,51.0,
1808,compte,2025-05-19,610,Garçon état honneur.,51.0,
1809,compte,2025-04-19,837,Profondément reposer soleil entrer.,51.0,
1810,compte,2025-03-19,367,Feu lutte dos phrase signifier chat.,51.0,
1811,compte,2025-02-19,684,Étudier solitude signifier peur juste trouver.,51.0,
1812,compte,2025-01-19,719,Armée absence indiquer attendre spectacle attaquer.,51.0,
1813,compte,2024-12-19,579,Mais courir but dur droit comprendre règle.,51.0,
1814,compte,2024-11-19,773,Reposer malheur ni étouffer pauvre hors portier.,51.0,
1815,compte,2024-10-19,440,Secrétaire ventre dix jeune haut.,51.0,
1816,compte,2024-09-19,690,Âge delà jour dame.,51.0,
1817,compte,2024-08-19,802,Long tracer bureau produire main position dominer.,51.0,
1818,compte,2024-07-19,609,Retrouver qui ah monde sourire déposer droit.,51.0,
1819,compte,2024-06-19,611,Rassurer plaine milieu oreille retrouver.,51.0,
1820,compte,2024-05-19,774,Toi pareil vin absence valoir envie position.,51.0,
1821,compte,2024-04-19,302,Gens étaler jeune considérer puis prochain grâce.,51.0,
1822,compte,2024-03-19,607,Ni parfaitement plaisir veiller moitié.,51.0,
1823,compte,2024-02-19,783,Billet intérieur côte dès après esprit.,51.0,
1824,compte,2024-01-19,594,Réalité marchand larme gros moi position bord.,51.0,
1825,compte,2023-12-19,803,Dégager soirée cours fusil.,51.0,
1826,compte,2023-11-19,550,Bord voiture mensonge prison.,51.0,
1827,compte,2023-10-19,583,Quant À dame blanc devenir terrible.,51.0,
1828,compte,2023-09-19,368,Cas doux noire hôtel crainte étaler.,51.0,
1829,compte,2023-08-19,670,Or bête désormais nuage qui.,51.0,
1830,compte,2023-07-19,746,Approcher poser me personne pousser.,51.0,
1831,compte,2023-06-19,787,Tôt jusque voler.,51.0,
1832,compte,2023-05-19,422,Souvenir bois lieu décrire moyen à.,51.0,
1833,compte,2023-04-19,317,Train rapide militaire colère quart visage.,51.0,
1834,compte,2023-03-19,466,Aider dos comment ci quant à puis côte.,51.0,
1835,compte,2023-02-19,449,Cou écraser attendre hôtel ouvrage.,51.0,
1836,compte,2023-01-19,438,Caractère tendre courir.,51.0,
1837,compte,2025-12-19,354,Rare réclamer se guère porter scène cinquante fête.,52.0,
1838,compte,2025-11-19,729,Femme marché politique suivant.,52.0,
1839,compte,2025-10-19,664,Bas ciel autrefois garder.,52.0,
1840,compte,2025-09-19,598,Décrire rôle disparaître machine mieux plusieurs.,52.0,
1841,compte,2025-08-19,378,Surtout terre vivre soutenir ciel vrai marché monde.,52.0,
1842,compte,2025-07-19,487,Grâce oncle rester douter difficile croix puisque.,52.0,
1843,compte,2025-06-19,471,Côte écrire relever.,52.0,
1844,compte,2025-05-19,623,Toucher songer camarade poursuivre table décrire précipiter.,52.0,
1845,compte,2025-04-19,608,Ministre fonder pencher prêter.,52.0,
1846,compte,2025-03-19,671,Arriver condamner sorte retrouver.,52.0,
1847,compte,2025-02-19,660,Te loi officier sourire depuis.,52.0,
1848,compte,2025-01-19,313,Bande maison bête digne mensonge sans approcher.,52.0,
1849,compte,2024-12-19,588,Servir course révéler dans partout lune par.,52.0,
